iso_o,iso_d,TIME_PERIOD,OBS_VALUE
FRA,LUX,2008,1.2
FRA,LUX,2009,0.959
FRA,LUX,2010,1.373
FRA,LUX,2011,1.31
FRA,LUX,2012,1.283
FRA,LUX,2013,1.348
FRA,LUX,2014,1.481
FRA,LUX,2015,1.379
FRA,LUX,2016,1.327
FRA,LUX,2017,1.318
FRA,LUX,2018,1.386
FRA,LUX,2019,1.451
FRA,LUX,2020,1.281
GBR,LUX,2000,0.743
GBR,LUX,2001,0.682
GBR,LUX,2002,0.568
GBR,LUX,2003,0.685
GBR,LUX,2004,0.868
GBR,LUX,2005,0.941
GBR,LUX,2006,1.23
GBR,LUX,2007,1.161
GBR,LUX,2008,1.17
GBR,LUX,2009,0.974
GBR,LUX,2010,1.047
GBR,LUX,2011,1.26
GBR,LUX,2012,1.069
GBR,LUX,2013,1.193
GBR,LUX,2014,1.187
GBR,LUX,2015,1.13
GBR,LUX,2016,1.178
GBR,LUX,2017,1.005
GBR,LUX,2018,1.056
GBR,LUX,2019,0.965
GBR,LUX,2020,0.906
GRC,LUX,2000,0.043
GRC,LUX,2001,0.045
GRC,LUX,2002,0.026
GRC,LUX,2003,0.026
GRC,LUX,2004,0.026
GRC,LUX,2005,0.023
GRC,LUX,2006,0.024
GRC,LUX,2007,0.027
GRC,LUX,2008,0.032
GRC,LUX,2009,0.024
GRC,LUX,2010,0.026
GRC,LUX,2011,0.032
GRC,LUX,2012,0.028
GRC,LUX,2013,0.029
GRC,LUX,2014,0.036
GRC,LUX,2015,0.037
GRC,LUX,2016,0.04
GRC,LUX,2017,0.048
GRC,LUX,2018,0.051
GRC,LUX,2019,0.056
GRC,LUX,2020,0.052
HKG,LUX,2000,0.105
HKG,LUX,2001,0.052
HKG,LUX,2002,0.047
HKG,LUX,2003,0.057
HKG,LUX,2004,0.121
HKG,LUX,2005,0.112
HKG,LUX,2006,0.187
HKG,LUX,2007,0.182
HKG,LUX,2008,0.211
HKG,LUX,2009,0.162
HKG,LUX,2010,0.246
HKG,LUX,2011,0.224
HKG,LUX,2012,0.268
HKG,LUX,2013,0.279
HKG,LUX,2014,0.323
HKG,LUX,2015,0.289
HKG,LUX,2016,0.263
HKG,LUX,2017,0.237
HKG,LUX,2018,0.218
HKG,LUX,2019,0.149
HKG,LUX,2020,0.162
HRV,LUX,2000,0.005
HRV,LUX,2001,0.005
HRV,LUX,2002,0.003
HRV,LUX,2003,0.004
HRV,LUX,2004,0.003
HRV,LUX,2005,0.006
HRV,LUX,2006,0.008
HRV,LUX,2007,0.008
HRV,LUX,2008,0.008
HRV,LUX,2009,0.007
HRV,LUX,2010,0.007
HRV,LUX,2011,0.01
HRV,LUX,2012,0.008
HRV,LUX,2013,0.007
HRV,LUX,2014,0.008
HRV,LUX,2015,0.008
HRV,LUX,2016,0.012
HRV,LUX,2017,0.019
HRV,LUX,2018,0.013
HRV,LUX,2019,0.013
HRV,LUX,2020,0.017
HUN,LUX,2000,0.029
HUN,LUX,2001,0.028
HUN,LUX,2002,0.022
HUN,LUX,2003,0.022
HUN,LUX,2004,0.019
HUN,LUX,2005,0.02
HUN,LUX,2006,0.026
HUN,LUX,2007,0.025
HUN,LUX,2008,0.045
HUN,LUX,2009,0.04
HUN,LUX,2010,0.087
HUN,LUX,2011,0.094
HUN,LUX,2012,0.08
HUN,LUX,2013,0.084
HUN,LUX,2014,0.086
HUN,LUX,2015,0.077
HUN,LUX,2016,0.091
HUN,LUX,2017,0.095
HUN,LUX,2018,0.106
HUN,LUX,2019,0.118
HUN,LUX,2020,0.105
IDN,LUX,2000,0.142
IDN,LUX,2001,0.223
IDN,LUX,2002,0.16
IDN,LUX,2003,0.158
IDN,LUX,2004,0.233
IDN,LUX,2005,0.186
IDN,LUX,2006,0.228
IDN,LUX,2007,0.03
IDN,LUX,2008,0.015
IDN,LUX,2009,0.122
IDN,LUX,2010,0.022
IDN,LUX,2011,0.395
IDN,LUX,2012,0.374
IDN,LUX,2013,0.32
IDN,LUX,2014,0.335
IDN,LUX,2015,0.304
IDN,LUX,2016,0.284
IDN,LUX,2017,0.315
IDN,LUX,2018,0.593
IDN,LUX,2019,0.255
IDN,LUX,2020,0.177
IND,LUX,2000,0.06
IND,LUX,2001,0.052
IND,LUX,2002,0.047
IND,LUX,2003,0.074
IND,LUX,2004,0.104
IND,LUX,2005,0.121
IND,LUX,2006,0.154
IND,LUX,2007,0.184
IND,LUX,2008,0.166
IND,LUX,2009,0.163
IND,LUX,2010,0.129
IND,LUX,2011,0.093
IND,LUX,2012,0.136
IND,LUX,2013,0.149
IND,LUX,2014,0.13
IND,LUX,2015,0.127
IND,LUX,2016,0.159
IND,LUX,2017,0.16
IND,LUX,2018,0.169
IND,LUX,2019,0.204
IND,LUX,2020,0.212
IRL,LUX,2000,0.045
IRL,LUX,2001,0.07
IRL,LUX,2002,0.05
IRL,LUX,2003,0.063
IRL,LUX,2004,0.081
IRL,LUX,2005,0.078
IRL,LUX,2006,0.116
IRL,LUX,2007,0.108
IRL,LUX,2008,0.139
IRL,LUX,2009,0.108
IRL,LUX,2010,0.199
IRL,LUX,2011,0.143
IRL,LUX,2012,0.163
IRL,LUX,2013,0.203
IRL,LUX,2014,0.221
IRL,LUX,2015,0.21
IRL,LUX,2016,0.273
IRL,LUX,2017,0.34
IRL,LUX,2018,0.499
IRL,LUX,2019,0.663
IRL,LUX,2020,0.7
ISL,LUX,2000,0.008
ISL,LUX,2001,0.008
ISL,LUX,2002,0.003
ISL,LUX,2003,0.013
ISL,LUX,2004,0.02
ISL,LUX,2005,0.032
ISL,LUX,2006,0.024
ISL,LUX,2007,0.022
ISL,LUX,2008,0.015
ISL,LUX,2009,0.009
ISL,LUX,2010,0.013
ISL,LUX,2011,0.033
ISL,LUX,2012,0.013
ISL,LUX,2013,0.011
ISL,LUX,2014,0.013
ISL,LUX,2015,0.015
ISL,LUX,2016,0.015
ISL,LUX,2017,0.015
ISL,LUX,2018,0.018
ISL,LUX,2019,0.013
ISL,LUX,2020,0.011
ISR,LUX,2000,0.009
ISR,LUX,2001,0.007
ISR,LUX,2002,0.009
ISR,LUX,2003,0.008
ISR,LUX,2004,0.011
ISR,LUX,2005,0.02
ISR,LUX,2006,0.013
ISR,LUX,2007,0.015
ISR,LUX,2008,0.014
ISR,LUX,2009,0.016
ISR,LUX,2010,0.009
ISR,LUX,2011,0.009
ISR,LUX,2012,0.012
ISR,LUX,2013,0.012
ISR,LUX,2014,0.012
ISR,LUX,2015,0.011
ISR,LUX,2016,0.013
ISR,LUX,2017,0.015
ISR,LUX,2018,0.019
ISR,LUX,2019,0.024
ISR,LUX,2020,0.024
ITA,LUX,2000,0.312
ITA,LUX,2001,0.312
ITA,LUX,2002,0.304
ITA,LUX,2003,0.385
ITA,LUX,2004,0.441
ITA,LUX,2005,0.433
ITA,LUX,2006,0.478
ITA,LUX,2007,0.517
ITA,LUX,2008,0.409
ITA,LUX,2009,0.346
ITA,LUX,2010,0.488
ITA,LUX,2011,0.483
ITA,LUX,2012,0.462
ITA,LUX,2013,0.456
ITA,LUX,2014,0.434
ITA,LUX,2015,0.407
ITA,LUX,2016,0.42
ITA,LUX,2017,0.458
ITA,LUX,2018,0.463
ITA,LUX,2019,0.455
ITA,LUX,2020,0.425
JOR,LUX,2000,0.009
JOR,LUX,2001,0.004
JOR,LUX,2002,0.003
JOR,LUX,2003,0.004
JOR,LUX,2004,0.004
JOR,LUX,2005,0.01
JOR,LUX,2006,0.012
JOR,LUX,2007,0.051
JOR,LUX,2008,0.011
JOR,LUX,2009,0.01
JOR,LUX,2010,0.005
JOR,LUX,2011,0.006
JOR,LUX,2012,0.008
JOR,LUX,2013,0.008
JOR,LUX,2014,0.006
JOR,LUX,2015,0.004
JOR,LUX,2016,0.003
JOR,LUX,2017,0.005
JOR,LUX,2018,0.005
JOR,LUX,2019,0.006
JOR,LUX,2020,0.005
JPN,LUX,2000,0.082
JPN,LUX,2001,0.087
JPN,LUX,2002,0.092
JPN,LUX,2003,0.092
JPN,LUX,2004,0.134
JPN,LUX,2005,0.138
JPN,LUX,2006,0.202
JPN,LUX,2007,0.175
JPN,LUX,2008,0.183
JPN,LUX,2009,0.112
JPN,LUX,2010,0.108
JPN,LUX,2011,0.117
JPN,LUX,2012,0.111
JPN,LUX,2013,0.129
JPN,LUX,2014,0.149
JPN,LUX,2015,0.198
JPN,LUX,2016,0.199
JPN,LUX,2017,0.198
JPN,LUX,2018,0.188
JPN,LUX,2019,0.184
JPN,LUX,2020,0.162
KAZ,LUX,2000,0.043
KAZ,LUX,2001,0.014
KAZ,LUX,2002,0.006
KAZ,LUX,2003,0.001
KAZ,LUX,2004,0.001
KAZ,LUX,2005,0.004
KAZ,LUX,2006,0.005
KAZ,LUX,2007,0.002
KAZ,LUX,2008,0.067
KAZ,LUX,2009,0.033
KAZ,LUX,2010,0.052
KAZ,LUX,2011,0.028
KAZ,LUX,2012,0.023
KAZ,LUX,2013,0.014
KAZ,LUX,2014,0.019
KAZ,LUX,2015,0.025
KAZ,LUX,2016,0.024
KAZ,LUX,2017,0.027
KAZ,LUX,2018,0.03
KAZ,LUX,2019,0.035
KAZ,LUX,2020,0.051
KHM,LUX,2000,0.001
KHM,LUX,2001,0.003
KHM,LUX,2002,0.003
KHM,LUX,2003,0.003
KHM,LUX,2004,0.004
KHM,LUX,2005,0.015
KHM,LUX,2006,0.013
KHM,LUX,2007,0.016
KHM,LUX,2008,0.088
KHM,LUX,2009,0.056
KHM,LUX,2010,0.059
KHM,LUX,2011,0.024
KHM,LUX,2012,0.019
KHM,LUX,2013,0.021
KHM,LUX,2014,0.019
KHM,LUX,2015,0.024
KHM,LUX,2016,0.022
KHM,LUX,2017,0.017
KHM,LUX,2018,0.016
KHM,LUX,2019,0.022
KHM,LUX,2020,0.02
KOR,LUX,2000,0.036
KOR,LUX,2001,0.035
KOR,LUX,2002,0.026
KOR,LUX,2003,0.04
KOR,LUX,2004,0.048
KOR,LUX,2005,0.065
KOR,LUX,2006,0.063
KOR,LUX,2007,0.077
KOR,LUX,2008,0.095
KOR,LUX,2009,0.074
KOR,LUX,2010,0.085
KOR,LUX,2011,0.083
KOR,LUX,2012,0.083
KOR,LUX,2013,0.078
KOR,LUX,2014,0.098
KOR,LUX,2015,0.054
KOR,LUX,2016,0.045
KOR,LUX,2017,0.046
KOR,LUX,2018,0.048
KOR,LUX,2019,0.062
KOR,LUX,2020,0.063
LAO,LUX,2000,0.002
LAO,LUX,2001,0.001
LAO,LUX,2002,0.001
LAO,LUX,2003,0.0
LAO,LUX,2004,0.0
LAO,LUX,2005,0.002
LAO,LUX,2006,0.0
LAO,LUX,2007,0.001
LAO,LUX,2008,0.012
LAO,LUX,2009,0.008
LAO,LUX,2010,0.044
LAO,LUX,2011,0.004
LAO,LUX,2012,0.003
LAO,LUX,2013,0.002
LAO,LUX,2014,0.002
LAO,LUX,2015,0.003
LAO,LUX,2016,0.003
LAO,LUX,2017,0.002
LAO,LUX,2018,0.002
LAO,LUX,2019,0.002
LAO,LUX,2020,0.001
LTU,LUX,2000,0.002
LTU,LUX,2001,0.002
LTU,LUX,2002,0.002
LTU,LUX,2003,0.004
LTU,LUX,2004,0.002
LTU,LUX,2005,0.002
LTU,LUX,2006,0.004
LTU,LUX,2007,0.042
LTU,LUX,2008,0.028
LTU,LUX,2009,0.006
LTU,LUX,2010,0.004
LTU,LUX,2011,0.006
LTU,LUX,2012,0.014
LTU,LUX,2013,0.017
LTU,LUX,2014,0.02
LTU,LUX,2015,0.02
LTU,LUX,2016,0.027
LTU,LUX,2017,0.041
LTU,LUX,2018,0.056
LTU,LUX,2019,0.077
LTU,LUX,2020,0.123
LVA,LUX,2000,0.002
LVA,LUX,2001,0.002
LVA,LUX,2002,0.001
LVA,LUX,2003,0.002
LVA,LUX,2004,0.002
LVA,LUX,2005,0.002
LVA,LUX,2006,0.003
LVA,LUX,2007,0.002
LVA,LUX,2008,0.005
LVA,LUX,2009,0.006
LVA,LUX,2010,0.01
LVA,LUX,2011,0.004
LVA,LUX,2012,0.002
LVA,LUX,2013,0.005
LVA,LUX,2014,0.004
LVA,LUX,2015,0.004
LVA,LUX,2016,0.006
LVA,LUX,2017,0.006
LVA,LUX,2018,0.005
LVA,LUX,2019,0.004
LVA,LUX,2020,0.004
MAR,LUX,2000,0.005
MAR,LUX,2001,0.007
MAR,LUX,2002,0.006
MAR,LUX,2003,0.006
MAR,LUX,2004,0.005
MAR,LUX,2005,0.01
MAR,LUX,2006,0.006
MAR,LUX,2007,0.006
MAR,LUX,2008,0.011
MAR,LUX,2009,0.009
MAR,LUX,2010,0.008
MAR,LUX,2011,0.009
MAR,LUX,2012,0.012
MAR,LUX,2013,0.012
MAR,LUX,2014,0.014
MAR,LUX,2015,0.014
MAR,LUX,2016,0.033
MAR,LUX,2017,0.024
MAR,LUX,2018,0.018
MAR,LUX,2019,0.023
MAR,LUX,2020,0.02
MEX,LUX,2000,0.006
MEX,LUX,2001,0.004
MEX,LUX,2002,0.003
MEX,LUX,2003,0.005
MEX,LUX,2004,0.006
MEX,LUX,2005,0.008
MEX,LUX,2006,0.005
MEX,LUX,2007,0.008
MEX,LUX,2008,0.015
MEX,LUX,2009,0.008
MEX,LUX,2010,0.013
MEX,LUX,2011,0.017
MEX,LUX,2012,0.016
MEX,LUX,2013,0.015
MEX,LUX,2014,0.018
MEX,LUX,2015,0.023
MEX,LUX,2016,0.018
MEX,LUX,2017,0.022
MEX,LUX,2018,0.023
MEX,LUX,2019,0.023
MEX,LUX,2020,0.022
MLT,LUX,2000,0.005
MLT,LUX,2001,0.003
MLT,LUX,2002,0.002
MLT,LUX,2003,0.003
MLT,LUX,2004,0.003
MLT,LUX,2005,0.014
MLT,LUX,2006,0.006
MLT,LUX,2007,0.018
MLT,LUX,2008,0.018
MLT,LUX,2009,0.012
MLT,LUX,2010,0.011
MLT,LUX,2011,0.013
MLT,LUX,2012,0.011
MLT,LUX,2013,0.014
MLT,LUX,2014,0.013
MLT,LUX,2015,0.012
MLT,LUX,2016,0.012
MLT,LUX,2017,0.013
MLT,LUX,2018,0.014
MLT,LUX,2019,0.016
MLT,LUX,2020,0.016
MMR,LUX,2000,0.001
MMR,LUX,2001,0.001
MMR,LUX,2002,0.001
MMR,LUX,2003,0.001
MMR,LUX,2004,0.001
MMR,LUX,2005,0.001
MMR,LUX,2006,0.001
MMR,LUX,2007,0.005
MMR,LUX,2008,0.048
MMR,LUX,2009,0.054
MMR,LUX,2010,0.032
MMR,LUX,2011,0.005
MMR,LUX,2012,0.005
MMR,LUX,2013,0.007
MMR,LUX,2014,0.01
MMR,LUX,2015,0.015
MMR,LUX,2016,0.02
MMR,LUX,2017,0.02
MMR,LUX,2018,0.02
MMR,LUX,2019,0.031
MMR,LUX,2020,0.032
MYS,LUX,2000,0.099
MYS,LUX,2001,0.075
MYS,LUX,2002,0.085
MYS,LUX,2003,0.046
MYS,LUX,2004,0.066
MYS,LUX,2005,0.283
MYS,LUX,2006,0.12
MYS,LUX,2007,0.274
MYS,LUX,2008,0.15
MYS,LUX,2009,0.184
MYS,LUX,2010,0.15
MYS,LUX,2011,0.189
MYS,LUX,2012,0.163
MYS,LUX,2013,0.124
MYS,LUX,2014,0.082
MYS,LUX,2015,0.085
MYS,LUX,2016,0.084
MYS,LUX,2017,0.08
MYS,LUX,2018,0.077
MYS,LUX,2019,0.076
MYS,LUX,2020,0.051
NGA,LUX,2000,0.014
NGA,LUX,2001,0.0
NGA,LUX,2002,0.0
NGA,LUX,2003,0.001
NGA,LUX,2004,0.0
NGA,LUX,2005,0.002
NGA,LUX,2006,0.0
NGA,LUX,2007,0.0
NGA,LUX,2008,0.028
NGA,LUX,2009,0.001
NGA,LUX,2010,0.002
NGA,LUX,2011,0.012
NGA,LUX,2012,0.051
NGA,LUX,2013,0.001
NGA,LUX,2014,0.001
NGA,LUX,2015,0.002
NGA,LUX,2016,0.002
NGA,LUX,2017,0.002
NGA,LUX,2018,0.002
NGA,LUX,2019,0.002
NGA,LUX,2020,0.004
NLD,LUX,2000,0.451
NLD,LUX,2001,0.453
NLD,LUX,2002,0.478
NLD,LUX,2003,0.417
NLD,LUX,2004,0.427
NLD,LUX,2005,0.447
NLD,LUX,2006,0.384
NLD,LUX,2007,0.38
NLD,LUX,2008,0.301
NLD,LUX,2009,0.252
NLD,LUX,2010,0.325
NLD,LUX,2011,0.336
NLD,LUX,2012,0.353
NLD,LUX,2013,0.324
NLD,LUX,2014,0.388
NLD,LUX,2015,0.42
NLD,LUX,2016,0.389
NLD,LUX,2017,0.42
NLD,LUX,2018,0.484
NLD,LUX,2019,0.535
NLD,LUX,2020,0.528
NOR,LUX,2000,0.019
NOR,LUX,2001,0.018
NOR,LUX,2002,0.009
NOR,LUX,2003,0.011
NOR,LUX,2004,0.007
NOR,LUX,2005,0.012
NOR,LUX,2006,0.011
NOR,LUX,2007,0.014
NOR,LUX,2008,0.019
NOR,LUX,2009,0.015
NOR,LUX,2010,0.019
NOR,LUX,2011,0.025
NOR,LUX,2012,0.03
NOR,LUX,2013,0.029
NOR,LUX,2014,0.028
NOR,LUX,2015,0.039
NOR,LUX,2016,0.035
NOR,LUX,2017,0.034
NOR,LUX,2018,0.037
NOR,LUX,2019,0.039
NOR,LUX,2020,0.041
NZL,LUX,2000,0.003
NZL,LUX,2001,0.002
NZL,LUX,2002,0.003
NZL,LUX,2003,0.002
NZL,LUX,2004,0.002
NZL,LUX,2005,0.002
NZL,LUX,2006,0.001
NZL,LUX,2007,0.002
NZL,LUX,2008,0.014
NZL,LUX,2009,0.011
NZL,LUX,2010,0.013
NZL,LUX,2011,0.01
NZL,LUX,2012,0.013
NZL,LUX,2013,0.011
NZL,LUX,2014,0.012
NZL,LUX,2015,0.015
NZL,LUX,2016,0.012
NZL,LUX,2017,0.013
NZL,LUX,2018,0.012
NZL,LUX,2019,0.014
NZL,LUX,2020,0.014
PAK,LUX,2000,0.002
PAK,LUX,2001,0.002
PAK,LUX,2002,0.002
PAK,LUX,2003,0.004
PAK,LUX,2004,0.004
PAK,LUX,2005,0.004
PAK,LUX,2006,0.005
PAK,LUX,2007,0.006
PAK,LUX,2008,0.012
PAK,LUX,2009,0.025
PAK,LUX,2010,0.012
PAK,LUX,2011,0.005
PAK,LUX,2012,0.019
PAK,LUX,2013,0.008
PAK,LUX,2014,0.007
PAK,LUX,2015,0.008
PAK,LUX,2016,0.008
PAK,LUX,2017,0.009
PAK,LUX,2018,0.009
PAK,LUX,2019,0.009
PAK,LUX,2020,0.01
PER,LUX,2000,0.001
PER,LUX,2001,0.0
PER,LUX,2002,0.0
PER,LUX,2003,0.0
PER,LUX,2004,0.0
PER,LUX,2005,0.001
PER,LUX,2006,0.0
PER,LUX,2007,0.001
PER,LUX,2008,0.004
PER,LUX,2009,0.002
PER,LUX,2010,0.005
PER,LUX,2011,0.003
PER,LUX,2012,0.003
PER,LUX,2013,0.005
PER,LUX,2014,0.005
PER,LUX,2015,0.006
PER,LUX,2016,0.008
PER,LUX,2017,0.007
PER,LUX,2018,0.009
PER,LUX,2019,0.01
PER,LUX,2020,0.012
PHL,LUX,2000,0.002
PHL,LUX,2001,0.002
PHL,LUX,2002,0.004
PHL,LUX,2003,0.004
PHL,LUX,2004,0.006
PHL,LUX,2005,0.011
PHL,LUX,2006,0.006
PHL,LUX,2007,0.007
PHL,LUX,2008,0.007
PHL,LUX,2009,0.007
PHL,LUX,2010,0.01
PHL,LUX,2011,0.02
PHL,LUX,2012,0.018
PHL,LUX,2013,0.02
PHL,LUX,2014,0.021
PHL,LUX,2015,0.02
PHL,LUX,2016,0.024
PHL,LUX,2017,0.026
PHL,LUX,2018,0.029
PHL,LUX,2019,0.036
PHL,LUX,2020,0.03
POL,LUX,2000,0.053
POL,LUX,2001,0.05
POL,LUX,2002,0.061
POL,LUX,2003,0.068
POL,LUX,2004,0.101
POL,LUX,2005,0.103
POL,LUX,2006,0.25
POL,LUX,2007,0.107
POL,LUX,2008,0.133
POL,LUX,2009,0.155
POL,LUX,2010,0.222
POL,LUX,2011,0.263
POL,LUX,2012,0.268
POL,LUX,2013,0.296
POL,LUX,2014,0.326
POL,LUX,2015,0.325
POL,LUX,2016,0.387
POL,LUX,2017,0.454
POL,LUX,2018,0.548
POL,LUX,2019,0.554
POL,LUX,2020,0.686
PRT,LUX,2000,0.055
PRT,LUX,2001,0.051
PRT,LUX,2002,0.077
PRT,LUX,2003,0.076
PRT,LUX,2004,0.091
PRT,LUX,2005,0.081
PRT,LUX,2006,0.077
PRT,LUX,2007,0.068
PRT,LUX,2008,0.075
PRT,LUX,2009,0.069
PRT,LUX,2010,0.084
PRT,LUX,2011,0.08
PRT,LUX,2012,0.1
PRT,LUX,2013,0.104
PRT,LUX,2014,0.1
PRT,LUX,2015,0.114
PRT,LUX,2016,0.122
PRT,LUX,2017,0.136
PRT,LUX,2018,0.132
PRT,LUX,2019,0.126
PRT,LUX,2020,0.123
RUS,LUX,2000,0.151
RUS,LUX,2001,0.079
RUS,LUX,2002,0.059
RUS,LUX,2003,0.075
RUS,LUX,2004,0.087
RUS,LUX,2005,0.202
RUS,LUX,2006,0.361
RUS,LUX,2007,0.066
RUS,LUX,2008,0.264
RUS,LUX,2009,0.081
RUS,LUX,2010,0.183
RUS,LUX,2011,0.159
RUS,LUX,2012,0.209
RUS,LUX,2013,0.197
RUS,LUX,2014,0.219
RUS,LUX,2015,0.201
RUS,LUX,2016,0.238
RUS,LUX,2017,0.277
RUS,LUX,2018,0.33
RUS,LUX,2019,0.319
RUS,LUX,2020,0.384
SAU,LUX,2000,0.001
SAU,LUX,2001,0.001
SAU,LUX,2002,0.001
SAU,LUX,2003,0.003
SAU,LUX,2004,0.001
SAU,LUX,2005,0.011
SAU,LUX,2006,0.005
SAU,LUX,2007,0.005
SAU,LUX,2008,0.068
SAU,LUX,2009,0.047
SAU,LUX,2010,0.03
SAU,LUX,2011,0.1
SAU,LUX,2012,0.044
SAU,LUX,2013,0.012
SAU,LUX,2014,0.013
SAU,LUX,2015,0.022
SAU,LUX,2016,0.024
SAU,LUX,2017,0.034
SAU,LUX,2018,0.052
SAU,LUX,2019,0.043
SAU,LUX,2020,0.017
SEN,LUX,2000,0.001
SEN,LUX,2001,0.001
SEN,LUX,2002,0.001
SEN,LUX,2003,0.001
SEN,LUX,2004,0.001
SEN,LUX,2005,0.002
SEN,LUX,2006,0.0
SEN,LUX,2007,0.0
SEN,LUX,2008,0.009
SEN,LUX,2009,0.005
SEN,LUX,2010,0.002
SEN,LUX,2011,0.006
SEN,LUX,2012,0.002
SEN,LUX,2013,0.002
SEN,LUX,2014,0.002
SEN,LUX,2015,0.003
SEN,LUX,2016,0.003
SEN,LUX,2017,0.003
SEN,LUX,2018,0.005
SEN,LUX,2019,0.003
SEN,LUX,2020,0.003
SGP,LUX,2000,0.07
SGP,LUX,2001,0.064
SGP,LUX,2002,0.041
SGP,LUX,2003,0.053
SGP,LUX,2004,0.058
SGP,LUX,2005,0.101
SGP,LUX,2006,0.122
SGP,LUX,2007,0.302
SGP,LUX,2008,0.429
SGP,LUX,2009,0.377
SGP,LUX,2010,0.392
SGP,LUX,2011,0.465
SGP,LUX,2012,0.408
SGP,LUX,2013,0.503
SGP,LUX,2014,0.66
SGP,LUX,2015,0.532
SGP,LUX,2016,0.417
SGP,LUX,2017,0.454
SGP,LUX,2018,0.488
SGP,LUX,2019,0.501
SGP,LUX,2020,0.489
SVK,LUX,2000,0.013
SVK,LUX,2001,0.021
SVK,LUX,2002,0.013
SVK,LUX,2003,0.018
SVK,LUX,2004,0.015
SVK,LUX,2005,0.021
SVK,LUX,2006,0.022
SVK,LUX,2007,0.027
SVK,LUX,2008,0.023
SVK,LUX,2009,0.02
SVK,LUX,2010,0.033
SVK,LUX,2011,0.03
SVK,LUX,2012,0.027
SVK,LUX,2013,0.023
SVK,LUX,2014,0.022
SVK,LUX,2015,0.022
SVK,LUX,2016,0.027
SVK,LUX,2017,0.028
SVK,LUX,2018,0.032
SVK,LUX,2019,0.036
SVK,LUX,2020,0.039
SVN,LUX,2000,0.005
SVN,LUX,2001,0.005
SVN,LUX,2002,0.005
SVN,LUX,2003,0.005
SVN,LUX,2004,0.005
SVN,LUX,2005,0.009
SVN,LUX,2006,0.009
SVN,LUX,2007,0.008
SVN,LUX,2008,0.011
SVN,LUX,2009,0.008
SVN,LUX,2010,0.01
SVN,LUX,2011,0.016
SVN,LUX,2012,0.026
SVN,LUX,2013,0.028
SVN,LUX,2014,0.029
SVN,LUX,2015,0.025
SVN,LUX,2016,0.029
SVN,LUX,2017,0.04
SVN,LUX,2018,0.054
SVN,LUX,2019,0.066
SVN,LUX,2020,0.088
SWE,LUX,2000,0.029
SWE,LUX,2001,0.039
SWE,LUX,2002,0.03
SWE,LUX,2003,0.023
SWE,LUX,2004,0.025
SWE,LUX,2005,0.041
SWE,LUX,2006,0.039
SWE,LUX,2007,0.046
SWE,LUX,2008,0.046
SWE,LUX,2009,0.039
SWE,LUX,2010,0.04
SWE,LUX,2011,0.045
SWE,LUX,2012,0.055
SWE,LUX,2013,0.057
SWE,LUX,2014,0.06
SWE,LUX,2015,0.06
SWE,LUX,2016,0.06
SWE,LUX,2017,0.065
SWE,LUX,2018,0.068
SWE,LUX,2019,0.074
SWE,LUX,2020,0.064
THA,LUX,2000,0.037
THA,LUX,2001,0.03
THA,LUX,2002,0.031
THA,LUX,2003,0.051
THA,LUX,2004,0.064
THA,LUX,2005,0.05
THA,LUX,2006,0.044
THA,LUX,2007,0.041
THA,LUX,2008,0.039
THA,LUX,2009,0.031
THA,LUX,2010,0.033
THA,LUX,2011,0.028
THA,LUX,2012,0.05
THA,LUX,2013,0.043
THA,LUX,2014,0.043
THA,LUX,2015,0.048
THA,LUX,2016,0.048
THA,LUX,2017,0.048
THA,LUX,2018,0.045
THA,LUX,2019,0.061
THA,LUX,2020,0.048
TUN,LUX,2000,0.012
TUN,LUX,2001,0.012
TUN,LUX,2002,0.009
TUN,LUX,2003,0.008
TUN,LUX,2004,0.011
TUN,LUX,2005,0.009
TUN,LUX,2006,0.018
TUN,LUX,2007,0.018
TUN,LUX,2008,0.022
TUN,LUX,2009,0.013
TUN,LUX,2010,0.016
TUN,LUX,2011,0.007
TUN,LUX,2012,0.013
TUN,LUX,2013,0.016
TUN,LUX,2014,0.025
TUN,LUX,2015,0.02
TUN,LUX,2016,0.01
TUN,LUX,2017,0.01
TUN,LUX,2018,0.012
TUN,LUX,2019,0.014
TUN,LUX,2020,0.014
TUR,LUX,2000,0.051
TUR,LUX,2001,0.037
TUR,LUX,2002,0.037
TUR,LUX,2003,0.021
TUR,LUX,2004,0.034
TUR,LUX,2005,0.051
TUR,LUX,2006,0.058
TUR,LUX,2007,0.051
TUR,LUX,2008,0.072
TUR,LUX,2009,0.044
TUR,LUX,2010,0.055
TUR,LUX,2011,0.051
TUR,LUX,2012,0.06
TUR,LUX,2013,0.063
TUR,LUX,2014,0.08
TUR,LUX,2015,0.087
TUR,LUX,2016,0.074
TUR,LUX,2017,0.095
TUR,LUX,2018,0.115
TUR,LUX,2019,0.127
TUR,LUX,2020,0.115
UKR,LUX,2000,0.05
UKR,LUX,2001,0.029
UKR,LUX,2002,0.02
UKR,LUX,2003,0.012
UKR,LUX,2004,0.007
UKR,LUX,2005,0.056
UKR,LUX,2006,0.04
UKR,LUX,2007,0.022
UKR,LUX,2008,0.069
UKR,LUX,2009,0.084
UKR,LUX,2010,0.026
UKR,LUX,2011,0.042
UKR,LUX,2012,0.022
UKR,LUX,2013,0.027
UKR,LUX,2014,0.029
UKR,LUX,2015,0.026
UKR,LUX,2016,0.03
UKR,LUX,2017,0.035
UKR,LUX,2018,0.038
